Hosp_Name,Hosp_ID,Hosp_Address,City,State,Action,DT_Action
St. Mary's Sacred Heart Hospital,6285,367 Clear Creek Parkway,Lavonia,GA,Met Requirements,2023-11
St. Michael Medical Center,7633,1800 Northwest Myhre Road,Silverdale,WA,Met Requirements,2023-05
St. Peter's Health Regional Medical Center,6289,2475 E Broadway St,Helena,MT,Warning Notice,2023-02
St. Peter's Health Regional Medical Center,6289,2475 E Broadway St,Helena,MT,CAP Request,2023-05
St. Peter's Health Regional Medical Center,6289,2475 E Broadway St,Helena,MT,Closure Notice,2023-07
St. Peter's Hospital,6428,315 S Manning Blvd,Albany,NY,Met Requirements,2023-05
St. Tammany Parish Hospital,6432,1202 S Tyler St,Covington,LA,Warning Notice,2021-08
St. Tammany Parish Hospital,6432,1202 S Tyler St,Covington,LA,CAP Request,2022-03
St. Tammany Parish Hospital,6432,1202 S Tyler St,Covington,LA,Closure Notice,2022-03
Stafford County Hospital,6446,502 S Buckeye,Stafford,KS,Met Requirements,2023-05
Stanford Hospital,6451,300 Pasteur Drive,Palo Alto,CA,Warning Notice,2021-04
Stanford Hospital,6451,300 Pasteur Drive,Palo Alto,CA,CAP Request,2021-09
Stanford Hospital,6451,300 Pasteur Drive,Palo Alto,CA,Closure Notice,2022-01
Starr County Memorial Hospital,6457,128 N. FM 3167,Rio Grande City,TX,Warning Notice,2023-03
Starr County Memorial Hospital,6457,128 N. FM 3167,Rio Grande City,TX,CAP Request,2023-06
Starr County Memorial Hospital,6457,128 N. FM 3167,Rio Grande City,TX,Closure Notice,2023-09
Steele Memorial Medical Center,2843,203 South Daisy Street,Salmon,ID,Met Requirements,2023-02
Stephens Memorial Hospital,6468,200 South Geneva Street,Breckenridge,TX,Warning Notice,2023-04
Stephens Memorial Hospital,6468,200 South Geneva Street,Breckenridge,TX,Closure Notice,2023-08
StoneSprings Hospital Center,6482,24440 Stone Springs Blvd,Dulles,VA,Warning Notice,2021-07
StoneSprings Hospital Center,6482,24440 Stone Springs Blvd,Dulles,VA,CAP Request,2022-01
StoneSprings Hospital Center,6482,24440 Stone Springs Blvd,Dulles,VA,Closure Notice,2023-07
Stonewall Memorial Hospital,6484,821 North Broadway Street,Aspermont,TX,Warning Notice,2022-05
Stonewall Memorial Hospital,6484,821 North Broadway Street,Aspermont,TX,CAP Request,2022-09
Stonewall Memorial Hospital,6484,821 North Broadway Street,Aspermont,TX,Closure Notice,2023-04
Stony Brook University Hospital,6970,101 Nicolls Rd,Stony Brook,NY,Warning Notice,2021-04
Stony Brook University Hospital,6970,101 Nicolls Rd,Stony Brook,NY,CAP Request,2021-09
Stony Brook University Hospital,6970,101 Nicolls Rd,Stony Brook,NY,Closure Notice,2022-03
Stony Brook University Hospital,6970,101 Nicolls Rd,Stony Brook,NY,Warning Notice,2023-06
Stony Brook University Hospital,6970,101 Nicolls Rd,Stony Brook,NY,Closure Notice,2023-09
Stormont Vail Hospital,6485,1500 SW 10th Ave.,Topeka,KS,CAP Request,2023-10
Stormont Vail Hospital,6485,1500 SW 10th Ave.,Topeka,KS,Closure Notice,2023-12
Stoughton Health,6489,900 Ridge St,Stoughton,WI,Met Requirements,2023-03
Suburban Community Hospital,6501,2701 Dekalb Pike,Norristown,PA,Warning Notice,2021-06
Suburban Community Hospital,6501,2701 Dekalb Pike,Norristown,PA,Closure Notice,2021-12
Summerlin Hospital Medical Center,6511,657 North Town Center Drive,Las Vegas,NV,Met Requirements,2023-10
Summerville Medical Center,6514,295 Midland Pkwy,Summerville,SC,CAP Request,2023-07
Summerville Medical Center,6514,295 Midland Pkwy,Summerville,SC,Closure Notice,2023-12
Summit Healthcare Regional Medical Center,6516,2200 E Show Low Lake Road,Show Low,AZ,Warning Notice,2023-03
Summit Healthcare Regional Medical Center,6516,2200 E Show Low Lake Road,Show Low,AZ,CAP Request,2023-06
Summit Healthcare Regional Medical Center,6516,2200 E Show Low Lake Road,Show Low,AZ,Closure Notice,2023-09
Sunrise Children's Hospital,6537,3186 Maryland Parkway,Las Vegas,NV,Met Requirements,2023-08
Sunrise Hospital and Medical Center,6536,3186 Maryland Parkway,Las Vegas,NV,Warning Notice,2021-09
Sunrise Hospital and Medical Center,6536,3186 Maryland Parkway,Las Vegas,NV,CAP Request,2022-11
Sunrise Hospital and Medical Center,6536,3186 Maryland Parkway,Las Vegas,NV,Closure Notice,2023-07
Susan B. Allen Memorial Hospital ,6545,720 W Central St,El Dorado,KS,Met Requirements,2023-02
Sutter Coast Hospital,6549,800 East Washington Boulevard,Crescent City,CA,Warning Notice,2023-03
Sutter Coast Hospital,6549,800 East Washington Boulevard,Crescent City,CA,Closure Notice,2023-06
Sutter Medical Center,6556,1020 29th Street,Sacramento,CA,Warning Notice,2023-03
Sutter Medical Center,6556,1020 29th Street,Sacramento,CA,Closure Notice,2023-06
Swedish Medical Center,6566,501 E Hampden Avenue,Englewood,CO,Warning Notice,2023-07
Swedish Medical Center,6566,501 E Hampden Avenue,Englewood,CO,Closure Notice,2023-10
Swedish Medical Center - First Hill Campus,6570,747 Broadway,Seattle,WA,Met Requirements,2023-08
Sweeny Community Hospital,6575,305 North Mckinney ,Sweeny,TX,Met Requirements,2023-02
Swisher Memorial Hospital,6578,539 SE 2nd Street,Tulia,TX,Met Requirements,2023-03
Syringa Hospital & Clinics,6397,607 West Main,Grangeville,ID,Met Requirements,2023-06
Tahoe Forest Hospital,6587,10121 Pine Avenue,Truckee,CA,Met Requirements,2023-12
Tallahassee Memorial Hospital,6590,1300 Miccosukee Rd,Tallahassee,FL,Met Requirements,2023-05
Tampa General Hospital,6593,1 Tampa General Cir,Tampa,FL,Warning Notice,2021-07
Tampa General Hospital,6593,1 Tampa General Cir,Tampa,FL,Closure Notice,2022-01
Tampa General Hospital,6593,1 Tampa General Cir,Tampa,FL,Warning Notice,2023-04
Tampa General Hospital,6593,1 Tampa General Cir,Tampa,FL,CAP Request,2023-08
Tampa General Hospital,6593,1 Tampa General Cir,Tampa,FL,Closure Notice,2023-11
Taylor Regional Hospital,6603,1700 Old Lebanon Road,Campbellsville,KY,Met Requirements,2023-03
Temecula Valley Hospital,6612,31700 Temecula Pkwy,Temecula,CA,Warning Notice,2023-03
Temecula Valley Hospital,6612,31700 Temecula Pkwy,Temecula,CA,Closure Notice,2023-06
Temple University Hospital,6614,3401 North Broad Street,Philadelphia,PA,Warning Notice,2023-02
Temple University Hospital,6614,3401 North Broad Street,Philadelphia,PA,CAP Request,2023-05
Temple University Hospital,6614,3401 North Broad Street,Philadelphia,PA,Closure Notice,2023-08
Terre Haute Regional Hospital,6618,3901 S 7th St,Terre Haute,IN,Warning Notice,2023-07
Terre Haute Regional Hospital,6618,3901 S 7th St,Terre Haute,IN,Closure Notice,2023-11
Teton Valley Health Care,760,120 East Howard,Driggs,ID,Warning Notice,2023-02
Teton Valley Health Care,760,120 East Howard,Driggs,ID,CAP Request,2023-06
Teton Valley Health Care,760,120 East Howard,Driggs,ID,Closure Notice,2023-07
Texas Children's Hospital,6625,6621 Fannin Street 1st Floor,Houston,TX,Warning Notice,2023-02
Texas Children's Hospital,6625,6621 Fannin Street 1st Floor,Houston,TX,Closure Notice,2023-06
Texas Health Harris Methodist Hospital Alliance,6634,10864 Texas Health Trail,Fort Worth,TX,Met Requirements,2023-02
Texas Health Presbyterian Hospital Dallas,6646,8200 Walnut Hill Lane,Dallas,TX,Warning Notice,2021-09
Texas Health Presbyterian Hospital Dallas,6646,8200 Walnut Hill Lane,Dallas,TX,Closure Notice,2022-06
Texas Health Presbyterian Hospital Flower Mound,6648,4400 Long Prairie Road,Flower Mound,TX,Met Requirements,2023-02
Texas Vista Medical Center,6063,7400 Barlite Boulevard,San Antonio,TX,Met Requirements,2023-02
Texoma Medical Center,6662,5016 South Us Highway 75,Denison,TX,Warning Notice,2021-09
Texoma Medical Center,6662,5016 South Us Highway 75,Denison,TX,CAP Request,2022-07
Texoma Medical Center,6662,5016 South Us Highway 75,Denison,TX,Closure Notice,2023-02
The Cooper University Hospital,6677,1 Cooper Plaza,Camden,NJ,Warning Notice,2021-08
The Cooper University Hospital,6677,1 Cooper Plaza,Camden,NJ,Closure Notice,2022-04
The George Washington University Hospital,2257,"900 23rd Street, NW",Washington,DC,Warning Notice,2022-12
The George Washington University Hospital,2257,"900 23rd Street, NW",Washington,DC,Closure Notice,2023-04
The Hospitals of Providence Horizon City Campus,6689,13600 Horizon Boulevard,Horizon City,TX,Warning Notice,2023-05
The Hospitals of Providence Horizon City Campus,6689,13600 Horizon Boulevard,Horizon City,TX,CAP Request,2023-09
The Hospitals of Providence Horizon City Campus,6689,13600 Horizon Boulevard,Horizon City,TX,Closure Notice,2023-12
The Hospitals Of Providence Sierra Campus,6692,1625 Medical Center Drive,El Paso,TX,Met Requirements,2023-08
The HSC Pediatric Center,2772,"1731 Bunker Hill Road, Ne",Washington,DC,Warning Notice,2021-08
The HSC Pediatric Center,2772,"1731 Bunker Hill Road, Ne",Washington,DC,CAP Request,2022-07
The HSC Pediatric Center,2772,"1731 Bunker Hill Road, Ne",Washington,DC,Closure Notice,2022-09
The Medical Center of Aurora,3789,1501 S Potomac St,Aurora,CO,Warning Notice,2023-07
The Medical Center of Aurora,3789,1501 S Potomac St,Aurora,CO,Closure Notice,2023-11
The Memorial Hospital,3853,3073 White Mountain Highway,North Conway,NH,Warning Notice,2021-08
The Memorial Hospital,3853,3073 White Mountain Highway,North Conway,NH,Closure Notice,2022-02
The Moses H. Cone Memorial Hospital,1444,1200 North Elm St,Greensboro,NC,Warning Notice,2023-01
The Moses H. Cone Memorial Hospital,1444,1200 North Elm St,Greensboro,NC,Closure Notice,2023-04
The Physicians Centre Hospital,6727,3131 University Drive East,Bryan,TX,Warning Notice,2023-02
The Physicians Centre Hospital,6727,3131 University Drive East,Bryan,TX,CAP Request,2023-06
The Physicians Centre Hospital,6727,3131 University Drive East,Bryan,TX,Closure Notice,2023-07
The Queen's Medical Center,5200,1301 Punchbowl Street,Honolulu,HI,Warning Notice,2021-08
The Queen's Medical Center,5200,1301 Punchbowl Street,Honolulu,HI,Closure Notice,2022-02
The University Of Kansas Hospital,6998,4000 Cambridge St,Kansas City,KS,Warning Notice,2021-09
The University Of Kansas Hospital,6998,4000 Cambridge St,Kansas City,KS,CAP Request,2022-07
The University Of Kansas Hospital,6998,4000 Cambridge St,Kansas City,KS,Closure Notice,2023-04
The University of Texas M. D. Anderson Cancer Center,7023,"1515 Holcombe Boulevard, Box 43",Houston,TX,Warning Notice,2023-05
The University of Texas M. D. Anderson Cancer Center,7023,"1515 Holcombe Boulevard, Box 43",Houston,TX,Closure Notice,2023-09
The University Of Vermont Medical Center,6748,111 Colchester Ave,Burlington,VT,Met Requirements,2023-03
The Valley Hospital,7188,223 North Van Dien Avenue,Ridgewood,NJ,Warning Notice,2021-07
The Valley Hospital,7188,223 North Van Dien Avenue,Ridgewood,NJ,CAP Request,2022-01
The Valley Hospital,7188,223 North Van Dien Avenue,Ridgewood,NJ,Closure Notice,2023-02
Thomas H Boyd Memorial Hospital,6763,800 School St,Carrollton,IL,Met Requirements,2023-01
Thomas Hospital,6764,750 Morphy Avenue,Fairhope,AL,Warning Notice,2023-06
Thomas Hospital,6764,750 Morphy Avenue,Fairhope,AL,Closure Notice,2023-09
Thomas Jefferson University Hospital,6765,Gibbon Building ,Philadelphia,PA,Warning Notice,2021-09
Thomas Jefferson University Hospital,6765,Gibbon Building ,Philadelphia,PA,CAP Request,2023-07
Thomas Jefferson University Hospital,6765,Gibbon Building ,Philadelphia,PA,Closure Notice,2023-08
Thomas Memorial Hospital,6766,4605 Maccorkle Ave Sw,South Charleston,WV,Warning Notice,2021-08
Thomas Memorial Hospital,6766,4605 Maccorkle Ave Sw,South Charleston,WV,CAP Request,2022-05
Thomas Memorial Hospital,6766,4605 Maccorkle Ave Sw,South Charleston,WV,Closure Notice,2022-09
Tidalhealth Nanticoke,4301,801 Middleford Rd,Seaford,DE,Warning Notice,2023-03
Tidalhealth Nanticoke,4301,801 Middleford Rd,Seaford,DE,CAP Request,2023-06
Tidalhealth Nanticoke,4301,801 Middleford Rd,Seaford,DE,Closure Notice,2023-10
Tidelands Georgetown Memorial Hospital,6777,606 Black River Road,Georgetown,SC,Warning Notice,2023-02
Tidelands Georgetown Memorial Hospital,6777,606 Black River Road,Georgetown,SC,Closure Notice,2023-06
Tift Regional Medical Center,6780,901 East 18th Street,Tifton,GA,Warning Notice,2023-03
Tift Regional Medical Center,6780,901 East 18th Street,Tifton,GA,CAP Request,2023-06
Tift Regional Medical Center,6780,901 East 18th Street,Tifton,GA,Closure Notice,2023-09
Timpanogos Regional Hospital,6783,750 West 800 North,Orem,UT,Met Requirements,2023-12
Touro Infirmary,6803,1401 Foucher St,New Orleans,LA,Warning Notice,2021-05
Touro Infirmary,6803,1401 Foucher St,New Orleans,LA,CAP Request,2021-10
Touro Infirmary,6803,1401 Foucher St,New Orleans,LA,Closure Notice,2022-01
Transylvania Regional Hospital,6807,260 Hospital Drive,Brevard,NC,Warning Notice,2023-06
Transylvania Regional Hospital,6807,260 Hospital Drive,Brevard,NC,Closure Notice,2023-10
Trego County Lemke Memorial Hospital,6809,320 N Thirteenth St,Wakeeney,KS,Met Requirements,2023-03
Tri Valley Health System,6813,1305 Highway 6&34,Cambridge,NE,Met Requirements,2023-03
TriCities Hospital,3009,411 West Randolph Road,Hopewell,VA,Warning Notice,2023-07
TriCities Hospital,3009,411 West Randolph Road,Hopewell,VA,Closure Notice,2023-10
Tri-City Medical Center,6814,4002 Vista Way,Oceanside,CA,Warning Notice,2021-05
Tri-City Medical Center,6814,4002 Vista Way,Oceanside,CA,CAP Request,2021-10
Tri-City Medical Center,6814,4002 Vista Way,Oceanside,CA,Closure Notice,2022-11
Trident Medical Center,6815,9330 Medical Plaza Dr,Charleston,SC,Warning Notice,2023-07
Trident Medical Center,6815,9330 Medical Plaza Dr,Charleston,SC,Closure Notice,2023-10
Trinity Health Ann Arbor Hospital,6228,5301 McAuley Drive,Ypsilanti,MI,Warning Notice,2023-02
Trinity Health Ann Arbor Hospital,6228,5301 McAuley Drive,Ypsilanti,MI,Closure Notice,2023-05
Trinity Health Livingston Hospital,5536,620 Byron Rd,Howell,MI,Met Requirements,2023-07
Trinity Health Livonia Hospital,6270,36475 Five Mile Road,Livonia,MI,Met Requirements,2023-07
Trinity Health Muskegon Hospital,3929,1500 E Sherman Boulevard,Muskegon,MI,Met Requirements,2023-07
Trinity Health Oakland Hospital,6230,44405 Woodward Ave,Pontiac,MI,Met Requirements,2023-07
Trinity Health Grand Rapids Hospital,5551,200 Jefferson Avenue Se,Grand Rapids,MI,Met Requirements,2023-07
Trinity Medical Center East,6831,380 Summit Avenue,Steubenville,OH,Met Requirements,2023-03
Tristar Ashland City Medical Center,6837,313 North Main Street,Ashland City,TN,Met Requirements,2023-12
Tristar Centennial Medical Center,6838,2300 Patterson Street,Nashville,TN,Warning Notice,2023-07
Tristar Centennial Medical Center,6838,2300 Patterson Street,Nashville,TN,Closure Notice,2023-10
Tristar Greenview Regional Hospital,6839,1801 Ashley Circle,Bowling Green,KY,Met Requirements,2023-12
Tristar Hendersonville Medical Center,6840,355 New Shackle Island Road,Hendersonville,TN,Met Requirements,2023-12
Tristar Horizon Medical Center,6841,111 Highway 70 East,Dickson,TN,Met Requirements,2023-12
Tristar Skyline Medical Center,6844,3441 Dickerson Pike,Nashville,TN,Met Requirements,2023-10
Tristar Summit Medical Center,6847,5655 Frist Boulevard,Hermitage,TN,Warning Notice,2021-12
Tristar Summit Medical Center,6847,5655 Frist Boulevard,Hermitage,TN,CAP Request,2022-10
Tristar Summit Medical Center,6847,5655 Frist Boulevard,Hermitage,TN,Closure Notice,2023-07
Trumbull Memorial Hospital,6856,1350 East Market Street,Warren,OH,Warning Notice,2021-06
Trumbull Memorial Hospital,6856,1350 East Market Street,Warren,OH,Closure Notice,2021-12
Trusted Medical Centers - Mansfield,6857,1710 Hwy 287 N Suite 300,Mansfield,TX,Warning Notice,2022-05
Trusted Medical Centers - Mansfield,6857,1710 Hwy 287 N Suite 300,Mansfield,TX,Met Requirements,2022-10
Tucson Medical Center,6791,5301 East Grant Road,Tucson,AZ,Met Requirements,2023-08
Tufts Medical Center,6863,800 Washington Street,Boston,MA,Warning Notice,2021-05
Tufts Medical Center,6863,800 Washington Street,Boston,MA,CAP Request,2021-10
Tufts Medical Center,6863,800 Washington Street,Boston,MA,Closure Notice,2022-01
UAB Hospital,6987,1802 6th Avenue South,Birmingham,AL,Met Requirements,2021-07
UC Davis Medical Center,6989,2315 Stockton Boulevard,Sacramento,CA,Warning Notice,2023-08
UC Davis Medical Center,6989,2315 Stockton Boulevard,Sacramento,CA,Closure Notice,2023-12
UC Health University Of Colorado Hospital,6994,12605 East 16th Avenue,Aurora,CO,Warning Notice,2021-09
UC Health University Of Colorado Hospital,6994,12605 East 16th Avenue,Aurora,CO,CAP Request,2022-11
UC Health University Of Colorado Hospital,6994,12605 East 16th Avenue,Aurora,CO,Closure Notice,2023-03
UCF Lake Nona Hospital,7615,6700 Lake Nona Boulevard,Orlando,FL,Warning Notice,2023-07
UCF Lake Nona Hospital,7615,6700 Lake Nona Boulevard,Orlando,FL,Closure Notice,2023-10
UC Health Broomfield Hospital,6893,11820 Destination Drive,Broomfield,CO,Warning Notice,2023-04
UC Health Broomfield Hospital,6893,11820 Destination Drive,Broomfield,CO,Closure Notice,2023-08
UC Health Highlands Ranch Hospital,6896,1500 Park Central Drive,Highlands Ranch,CO,Met Requirements,2023-04
UC Health Medical Center of the Rockies,3793,2500 Rocky Mountain Avenue,Loveland,CO,Met Requirements,2023-10
UC Health Poudre Valley Hospital,5069,1024 S. Lemay Ave,Fort Collins,CO,Warning Notice,2023-04
UC Health Poudre Valley Hospital,5069,1024 S. Lemay Ave,Fort Collins,CO,Closure Notice,2023-07
UChicago Medicine,6741,5841 South Maryland,Chicago,IL,Warning Notice,2021-09
UChicago Medicine,6741,5841 South Maryland,Chicago,IL,CAP Request,2022-06
UChicago Medicine,6741,5841 South Maryland,Chicago,IL,Closure Notice,2023-03
UChicago Medicine AdventHealth Hinsdale,34,120 North Oak Street,Hinsdale,IL,Met Requirements,2023-07
Uf Health Jacksonville,6902,655 W 8th St,Jacksonville,FL,Warning Notice,2021-06
Uf Health Jacksonville,6902,655 W 8th St,Jacksonville,FL,CAP Request,2021-12
Uf Health Jacksonville,6902,655 W 8th St,Jacksonville,FL,Closure Notice,2022-02
UF Health North,6903,15255 Max Leggett Parkway,Jacksonville,FL,Warning Notice,2023-02
UF Health North,6903,15255 Max Leggett Parkway,Jacksonville,FL,CAP Request,2023-06
UF Health North,6903,15255 Max Leggett Parkway,Jacksonville,FL,CMP Notice,2023-08
UF Health North,6903,15255 Max Leggett Parkway,Jacksonville,FL,Closure Notice,2023-10
UF Health Shands Cancer Hospital,5854,1515 SW Archer Road,Gainesville,FL,Warning Notice,2023-02
UF Health Shands Cancer Hospital,5854,1515 SW Archer Road,Gainesville,FL,Closure Notice,2023-05
UH Ahuja Medical Center,6973,3999 Richmond Road,Beachwood,OH,Met Requirements,2023-12
UH Cleveland Medical Center,6976,11100 Euclid Avenue,Cleveland,OH,Warning Notice,2023-05
UH Cleveland Medical Center,6976,11100 Euclid Avenue,Cleveland,OH,CAP Request,2023-08
UH Cleveland Medical Center,6976,11100 Euclid Avenue,Cleveland,OH,Closure Notice,2023-12
UH Geauga Medical Center,6905,13207 Ravenna Rd,Chardon,OH,Met Requirements,2023-12
UH Portage Medical Center,6908,6847 North Chestnut Street,Ravenna,OH,Met Requirements,2023-12
UH Richmond Medical Center,6911,27100 Chardon Road,Richmond Heights,OH,Warning Notice,2021-09
